"name_common","councildistrict","address_provided","assettype","assettype_notes","live_music","event_venue","capacity","discipline","discp_note","website","web_notes","zip","camp_id","year_updated","location_1"
"Oscar Brockett Theatre & Laboratory Theatre, Texas Performing Arts--B. Iden Payne Theatre, University Of Texas At Austin","9","yes","Theater","Theater"," ",," ","Theater Arts"," Theater","http://www.finearts.utexas.edu/tad/index.cfm","UT's recently named Oscar G. Brockett Theatre is an intimate setting of 200 seats. Utilized most frequently for student productions of the Department of Theatre & Dance, this theatre helps develop budding new talent into experienced performers as part of","78712","1491","2014","300 E 23Rd Street East
Austin, TX 78712
(30.285605, -97.733977)"
"Ryan Mckerley","3","yes","Artist Studios/ Workshops","Studio, Workshop"," ",," ","Craft/Design"," Craft"," "," ","78702","637","2014","2710 E Cesar Chavez St
Austin, TX 78702
(30.253643, -97.713859)"
"Canopy","3","yes","Artist Studios/ Workshops","Studio Complex"," ",,"20","Visual Arts"," ","http://www.canopyaustin.com"," ","78702","624","2014","916 Springdale Rd
Austin, TX 78702
(30.261871, -97.698289)"
"Long Center: Michael and Susan Dell Hall","9","yes","Theater","Theater"," ",," ","Theater Arts"," ","http://www.thelongcenter.org","<span id=""ctl00_pagemid_Collection1"">Designed in the classic performance space tradition, the Michael & Susan Dell Hall is a grand concert Hall seating 2,400 people. The Parterre, Mezzanine and Balcony levels wrap around the interior walls of the Hall to","78704","1319","2016","701 W. Riverside Drive
Austin, TX 78704
(30.260816, -97.750296)"
"Uncle Billys Barton Springs","5","yes","Restaurant","Restaurant","Live Music",," ","Music","Country, Rock","http://www.unclebillysaustin.com/","Uncle Billys on Barton Springs is a brewery and barbeque restaurant that features live music on the weekends.","78704","1302","2016","1530 Barton Springs Road
Austin, TX 78704
(30.262111, -97.761234)"
"George Washington Carver Museum - Boyd Vance Theatre","1","yes","Theater","Theater"," ",," ","Theater Arts"," ","http://www.ci.austin.tx.us/carver/theatre.htm","This elegant and intimate theater at Austin’s George Washington Carver Museum and Cultural Center is dedicated to the late African-American community leader, actor, singer and theatre pioneer, Boyd Vance. Boyd worked tirelessly to address social issues","78702","860","2016","1165 Angelina
Austin, TX 78702
(30.270055, -97.724217)"
"One-2-One Bar","5","yes","Bar/Club/Venue","Bar/Club/Venue","Live Music",," ","Music"," Music"," "," ","78704","992","2014","1509 South Lamar Boulevard
Austin, TX 78704
(30.251411, -97.764833)"
"Elephant Room","9","yes","Bar/Club/Venue","Bar/Club/Venue","Live Music",," ","Music","Big Band, Jazz","http://www.elephantroom.com/","The Elephant Room has been providing ""Cool Jazz in the Basement Since 1991,"" and offers a variety of live music 7 nights a week beginning at 9:30pm, a full bar with over 20 different drafts and wine by the glass, and great happy hour specials.","78701","298","2016","315 Congress Avenue
Austin, TX 78701
(30.265331, -97.7435)"
"Thai Fresh Coffee Bar & Restaurant","9","yes","Restaurant","Restaurant","Live Music",," ","Music"," ","http://www.thai-fresh.com/","Thai Fresh Coffee Bar & Restaurant is a restaurant and live music space located in Austin, TX. In addition to serving fabulous Thai dishes and delicious artisan coffees, Thai Fresh also hosts musical performances on various evenings throughout the month.","78704","1301","2016","909 West Mary Street
Austin, TX 78704
(30.247849, -97.761729)"
"Lone Star Court","7","yes","Business","Hotel","Live Music",," ","Music","Country, Jazz, Rock","http://www.lonestarcourt.com/"," A cool nostalgic spot in Austin's Live Music Scene. Live bands every Wednesday through Saturday in our relaxing Hill Country inspired bar, The Water Trough, located inside Lone Star Court at the Domain. Enjoy signature cocktails and authentic Texas grub","78758","3112","2016","10901 Domain Drive
Austin, TX 78758
(30.395358, -97.72624)"
"Hickory Street Bar and Grill","9","yes","Bar/Club/Venue","Bar/Club/Venue","Live Music",," ","Music"," ","http://www.hickorystreet.com/","So what is Hickory Street known for (besides providing a cross dresser with Rumplemintz)? Cheap beer ($2-$3 anything in the house during happy hour 4-7), $1.00 Breakfast Tacos M-F, the best 1/2lb, 100% pure Angus hamburgers in Austin, and of course our g","78701","306","2016","800 Congress Ave
Austin, TX 78701
(30.270018, -97.742406)"
"Casa de Artistas","8","yes","Artist Studios/ Workshops","Studio, Workshop"," ",," ","Visual Arts"," "," ","STUDIO, WORKSHOP & GATHERING SPACE AVAILABLE
Interested in an awesome space to do your creative best?  Four studios plus open public space available to a cross section of artistic, holistic & foodie creative types.  Casa de Artistas is the place for your","78749","2522","2016","6017 Abilene Trail
Austin, TX 78749
(30.219845, -97.868232)"
"Space 12","1","yes","Artist Studios/ Workshops","Studio, Gallery"," ","Event Venue"," ","Theater Arts"," ","http://www.space12.org","Collaborative art & volunteer space","78702","640","2014","3121 E 12Th St
Austin, TX 78702
(30.276438, -97.70149)"
"Hatch Workshop","3","yes","Artist Studios/ Workshops","Studio, Workshop"," ",," ","Craft/Design"," ","hatchworkshop.com","0","0","141","2016","641 Tillery St
,  0
(30.257465, -97.705784)"
"Ellen Bartel Dance Collective","3","yes","Artist Studios/ Workshops","Dance Studio"," ",," ","Dance"," Dance","http://www.ebdc.us","Ellen Bartel Dance Collective (formerly SpankDance) is an Austin-based contemporary dance company founded by artistic director Ellen Bartel who is continually seeking out, and inspired by, new and evocative ways of presenting dance. The company is dedica","78702","584","2014","1601 E 5Th St
Austin, TX 78702
(30.261323, -97.724979)"
"Bullock Texas State History Museum | Texas Spirit Theater","1","yes","Theater","Movie Theater","Live Music",,"2000","Film/TV/Media"," ","http://www.thestoryoftexas.com/","The Bob Bullock Texas State History Museum's beautiful Texas Spirit Theater is available for evening performances.  A seating capacity of 195 allows the audience to have a unique and personal experience with the artists. The 35' x 20' stage will accommod","78711","1450","2016","1800 North Congress
Austin, TX 78711
(30.280296, -97.739171)"
"Rhythmic Motion School Of Dance","8","yes","Artist Studios/ Workshops","Dance Studio"," ",," ","Dance"," Dance"," "," ","78735","2040","2014","7010 W Highway 71
Austin, TX 78735
(30.242714, -97.882391)"
"New East Gallery","3","yes","Gallery/ Museum","Gallery/ Museum"," ",," ","Visual Arts"," ","http://www.diversearts.org","New East Gallery started off as DiverseArts Little Gallery Exhibition Series in 1993.  In March of 2007 DiverseArts Little Gallery was reborn as New East Gallery - DiverseArts' fine art gallery, dedicated to showcasing Austin's emerging and established v","78702","763","2016","1601 E 5Th Street
Austin, TX 78702
(30.260518, -97.723195)"
"Museum of Human Achievement","3","yes","Artist Studios/ Workshops","Studio, Gallery"," ",," ","Visual Arts"," "," ","0","0","144","2016","3600 Lyons Rd
,  0
(30.261542, -97.700269)"
"Fireseed Clay Art Studio","5","yes","Artist Studios/ Workshops","Studio, Gallery"," ",," ","Craft/Design","Pottery"," "," ","78704","1071","2014","2309 Thornton Rd
Austin, TX 78704
(30.245343, -97.771502)"
"B.D. Riley's Irish Pub","9","yes","Bar/Club/Venue","Bar/Club/Venue","Live Music",," ","Music"," ","http://www.bdrileys.com","With its opening in October of 2000, B.D. Riley's Irish Pub is a fairly new establishment, but its popularity is nothing to be underestimated.  Located in the heart of Austin's historic 6th Street Entertainment district, B.D. Riley's is a fine traditiona","78701","278","2016","204 East 6Th Street
Austin, TX 78701
(30.267925, -97.741288)"
"Wally Workman Gallery","9","yes","Gallery/ Museum","Gallery/ Museum"," ",," ","Visual Arts"," "," "," ","78703","947","2014","1202 W 6Th St
Austin, TX 78703
(30.27307, -97.757145)"
"Cool River Cafe","7","yes","Gallery/ Museum","Gallery/ Museum"," ",," ","Visual Arts"," "," ","Venue for eating and visual art","78727","1805","2016","4001 W Parmer Ln
Austin, TX 78727
(30.425251, -97.715585)"
"Arabic Bazaar & Beyond","9","yes","Artist Studios/ Workshops","Dance Studio"," ",," ","Dance"," Dance","http://www.wmdproductions.com/","Zein's vision of this studio is to be happy, comfortable and inspiring and its amenities to accommodate a sense of one's second home and a wonderful place for our classes community.","78751","2624","2014","5013 Duval St
Austin, TX 78751
(30.31317, -97.720247)"
"Wax Track Gallery International","1","yes","Gallery/ Museum","Gallery/ Museum"," ",," ","Visual Arts"," "," "," ","78724","1747","2014","8404 Mayview Dr
Austin, TX 78724
(30.300017, -97.624452)"
"Phil Geil Pottery","7","yes","Artist Studios/ Workshops","Studio, Workshop"," ",," ","Craft/Design","Pottery"," "," ","78756","2879","2014","5507 Clay Ave
Austin, TX 78756
(30.32871, -97.73888)"
"Puerto Rican Folkloric Dance and Cultural Center","3","yes","Artist Studios/ Workshops","Dance Studio"," ",," ","Dance"," ","http://www.prfdance.org","Puerto Rican Folkloric Dance brings the rich heritage of Puerto Rico to Austin with a full-length live music and dance production that passes on a heritage to a new generation and showcases more than 50 dancers, musicians, and performing arts students.","78728","1822","2016","701 Tillery Street
Austin, TX 78728
(30.25862, -97.705316)"
"Zed's","7","yes","Restaurant","Restaurant","Live Music",,"200","Music","Country, Jazz, Rock","http://zeds.bz/","Zed’s is a modern, casual restaurant serving American fare with Austin-inspired preparations and ingredients.  Set upon three acres that include spacious decks, a pond, hike and bike trail, and indigenous landscaping, Zed’s has created an oasis in th","78753","2807","2016","501 Canyon Ridge Drive
Austin, TX 78753
(30.403245, -97.672548)"
"Moontower Saloon","0","yes","Bar/Club/Venue","Bar/Club/Venue","Live Music",," ","Music"," ","http://www.moontowersaloon.com/","Over a year ago we set out to create a one of kind, locally owned, drink/dine destination for South Austin. Our concept was to combine the best aspects of a friendly neighborhood bar with a prime location for some of Austin’s best trailer dining option","78748","2474","2016","10212 Manchaca Road
Austin, TX 78748
(30.16928, -97.826667)"
"Tatae Austin Books","1","yes","Artist Studios/ Workshops","Studio, Workshop"," ",," ","Literary Arts"," Literature"," "," ","78723","1688","2014","5506 Northdale Dr
Austin, TX 78723
(30.289175, -97.669902)"
"Conservatory Dance Theatre, Austin City Ballet","6","yes","Theater","Dance Company"," ",," ","Dance"," Dance"," "," ","78729","1886","2014","13291 Pond Springs Rd
Austin, TX 78729
(30.447744, -97.781233)"
"Satellite Bistro & Bar","8","yes","Restaurant","Restaurant","Live Music",,"125","Music","Blues, Jazz, Western Swing","http://www.satellitebistro.com/","Live music Thursday through Saturday nights. Booking mainly jazz and western swing. Baby grand piano in the Michael Andrew lounge. Outdoor patio with a beautiful fireplace. Full bar open until 10:30pm.","78749","2556","2016","5900 Slaughter Lane
Austin, TX 78749
(30.201845, -97.880479)"
"WeWork","9","yes","Artist Studios/ Workshops","Coworking"," ",," ","Multidisciplinary"," ","https://www.wework.com/locations/austin/congress","This downtown Austin office space has all of the individuality this one-of-a-kind city has to offer bundled up in three floors","78701","249","2016","600 Congress Ave
Austin, TX 78701
(30.268468, -97.743123)"
"Six Lounge","9","yes","Bar/Club/Venue","Bar/Club/Venue","Live Music",," ","Music"," ","http://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&ved=0CDoQFjAA&url=http%3A%2F%2Fwww.sixlounge.com%2F&ei=hJaMT6b4E6bi2AXwqODnBA&usg=AFQjCNF8f5F6Y4mMwrhfvhjg4OLOs3YH_w","Nightclub.","78702","654","2016","117 W Fourth St
Austin, TX 78702
(30.266182, -97.743739)"
"Language Of Dance Center Inc","10","yes","Artist Studios/ Workshops","Dance Studio"," ",," ","Dance"," Dance"," "," ","78731","1915","2014","5217 Old Spicewood Springs Rd
Austin, TX 78731
(30.382928, -97.766274)"
"Fort","3","yes","Artist Studios/ Workshops","Studio, Gallery"," ",," ","Visual Arts"," ","thefortatx.com","A creative clubhouse and venue in East Austin.","78722","1618","2016","301 Chicon
Austin, TX 78722
(30.25891, -97.723416)"
"Visions In Rhythm Dba Tapestry Dance Company & Academy","5","yes","Artist Studios/ Workshops","Dance Studio"," ",," ","Dance"," Dance","http://www.tapestry.org","Prof tap dance company and academy/classes; Visions in Rhythm is Tapestry's Pre-Apprenticeship Youth company","78745","2292","2014","2302 Western Trails Blvd
Austin, TX 78745
(30.230643, -97.794721)"
"East Austin Childrens Museum Inc","3","yes","Gallery/ Museum","Gallery/ Museum"," ",," ","Music"," Music"," "," ","78741","2156","2014","1712 East Drive
Austin, TX 78741
(30.294879, -97.741653)"
"Prickly Pear Art Gallery","7","yes","Gallery/ Museum","Gallery/ Museum"," ",," ","Visual Arts"," "," "," ","78759","3229","2014","9901 N Capital Of Texas Hwy
Austin, TX 78759
(30.390452, -97.741091)"
"Body Talk","4","yes","Artist Studios/ Workshops","Dance Studio"," ",," ","Dance"," Dance"," "," ","78723","1682","2014","5811 Berkman Dr
Austin, TX 78723
(30.311918, -97.693441)"
"The Rattle Inn","9","yes","Bar/Club/Venue","Bar/Club/Venue","Live Music",,"250","Music"," ","http://www.therattleinn.com/","Speakers pumping the evening's entertainment throughout the sprawling 7,500 square foot urban roadhouse, which includes a side room seating area, porch, and roomy upstairs deck, make it possible to hear Texas songwriters and outlaw country no matter wher","78701","329","2016","610 Nueces Street
Austin, TX 78701
(30.270299, -97.748518)"
"Round Rock ISD Performing Arts Center","6","yes","Theater","Theater"," ",," ","Theater Arts"," ","http://rrisdpac.org","The Round Rock ISD Performing Arts Center is a venue for musical and theatrical performances and other special events for Round Rock School and the surrounding community.","78729","1887","2016","5800 Mcneil Road
Austin, TX 78729
(30.448984, -97.727032)"
"Jeanette The Bellydancer","0","no","Artist Studios/ Workshops","Dance Studio"," ",," ","Dance"," Dance"," "," ","78704","1042","2014","
Austin, TX 78704
(0.0, 0.0)"
