"respondent_id","start_date","end_date","which_of_the_following_would","which_of_the_following_would_1","which_of_the_following_would_2","which_of_the_following_would_3","which_of_the_following_would_4","which_of_the_following_would_5","which_of_the_following_would_6","which_of_the_following_would_7","which_of_the_following_would_8","which_of_the_following_would_9","which_of_the_following_would_10","which_of_the_following_would_11","which_of_the_following_would_12","which_of_the_following_would_13","which_of_the_following_would_14","which_of_the_following_would_15","which_of_the_following_would_16","which_of_the_following_would_17","which_of_the_following_would_18","which_of_the_following_would_19","which_of_the_following_would_20","which_of_the_following_would_21","which_of_the_following_would_22","which_of_the_following_would_23","which_of_the_following_would_24","which_of_the_following_would_25","which_of_the_following_would_26","which_of_the_following_would_27","which_of_the_following_would_28","what_percentage_of_your_income","which_best_describes_your","in_your_opinion_do_you_have","what_do_you_currently_pay","how_often_do_you_use_access","zipcode_your_current_creative","how_do_your_monthly_payments","what_is_the_minimum_square","what_is_the_maximum_price","of_the_following_workspace","of_the_following_workspace_1","of_the_following_workspace_2","of_the_following_workspace_3","of_the_following_workspace_4","of_the_following_workspace_5","of_the_following_workspace_6","of_the_following_workspace_7","which_of_the_following_would_29","which_of_the_following_would_30","which_of_the_following_would_31","which_of_the_following_would_32","which_of_the_following_would_33","which_of_the_following_would_34","which_of_the_following_would_35","which_of_the_following_would_36","which_of_the_following_would_37","which_of_the_following_would_38","which_of_the_following_would_39","which_of_the_following_would_40","which_of_the_following_would_41","which_of_the_following_would_42","which_of_the_following_would_43","which_of_the_following_would_44","which_of_the_following_would_45","which_of_the_following_would_46","which_of_the_following_would_47","which_of_the_following_would_48","which_of_the_following_would_49","which_of_the_following_would_50","which_of_the_following_would_51","which_of_the_following_would_52","which_of_the_following_would_53","which_of_the_following_would_54","which_of_the_following_would_55","which_of_the_following_would_56","which_of_the_following_would_57","which_of_the_following_would_58","which_of_the_following_would_59","which_of_the_following_would_60","which_of_the_following_would_61","which_of_the_following_would_62","which_of_the_following_would_63","which_of_the_following_would_64","which_of_the_following_would_65","which_of_the_following_would_66","which_of_the_following_would_67","please_write_your_top_3_zip","please_write_your_top_3_zip_1","please_write_your_top_3_zip_2","have_space_related_issues","have_space_related_issues_1","have_space_related_issues_2","have_space_related_issues_3","have_space_related_issues_4","have_space_related_issues_5","have_space_related_issues_6","have_space_related_issues_7","have_space_related_issues_8","have_space_related_issues_9","have_space_related_issues_10","which_of_the_following_city","which_of_the_following_city_1","are_you_currently_a_city","how_did_you_find_out_about","how_did_you_find_out_about_1"
"10111637214","2018-07-14T13:06:01.000","2018-07-14T13:12:28.000","Animation",,,,,,,,,,"Graphic Design",,,,,,,,"Painting, Illustration",,,,,,,,,,,"5","I don't currently have the space I need for my art or creative work","No","Not relevant to me/ I do not have a workspace separate from my home","Weekly, at least a few days/hours a week","78704","Stayed the same",,,"Work at home in a private workspace within my home","Have workspace and living space within a larger complex of studios and residences","Work in a private workspace, but in a larger complex with other artists",,,,,,,,,,,,,,"Exhibition, Gallery Space, less than 1,000 sq. feet",,,,"Air-Conditioned Storage Space",,,,,,"Serving Food",,,,,"Individual Artist Workspace","Multiple Artist Workspaces",,,,,,,,,,,,,,,"78704","78745","78702",,"Used a space that was not ideal for your needs (not the right size, lacking needed equipment, not located in your preferred region, etc.)","Considered permanently leaving Austin for another city or state",,"Stopped you from pursuing a specific job, contract, project, or commission",,,"Stopped you from pursuing your creative practice professionally",,,,"I do not utilize any of the above City services",,,"Other (please specify)","Instagram"
"10110206844","2018-07-13T09:54:56.000","2018-07-13T10:08:48.000",,,,,,,,,,,,,,,,,,,"Painting, Illustration",,,,,,,,,,,"41","I RENT studio or other work space separate from my home","No","under $150","Weekly, at least a few days/hours a week","78702","Stayed the same",,,"Work at home in a private workspace within my home",,"Work in a private workspace, but in a larger complex with other artists",,,,,,,,,,,,,,"Exhibition, Gallery Space, less than 1,000 sq. feet",,"Retail Space, Storefront","Classroom, teaching space","Air-Conditioned Storage Space",,"Running Water",,,,,,,,,"Individual Artist Workspace","Multiple Artist Workspaces",,,,"Photo Studio",,,,,,,,,,,"78704","78741","78744",,"Used a space that was not ideal for your needs (not the right size, lacking needed equipment, not located in your preferred region, etc.)","Considered permanently leaving Austin for another city or state",,"Stopped you from pursuing a specific job, contract, project, or commission","Paid for space you could not afford",,,"Stopped you from expanding your operations",,"I answered this survey as if I still had my studio at Pump Project, but I am currently forced to work out of a tiny room in my house while we wait to see what happens with the new Pump Project. This limits the size and number of works I can create. The temporary spaces I have looked at are only affordable (around $300)  if there is no air conditioning, and I'm pretty over that.","Professional development workshops or events for creatives and artists",,,"City of Austin Newsletters",
"10109547365","2018-07-13T00:17:45.000","2018-07-13T00:25:32.000",,,,,,,,,"Furniture Design",,,,,,,,,,,,,,,,,,"Woodworking",,,"100","I RENT studio or other work space separate from my home","No","Over $1,500","Daily, 5 or more hours","78702","Stayed the same",,,"Work at home in a private workspace within my home",,"Work in a private workspace, but in a larger complex with other artists",,"Coworking/shared maker space with access to a shared space with craft/discipline specific shared tools and resources",,,,,,,,,,,,"Exhibition, Gallery Space, less than 1,000 sq. feet",,"Retail Space, Storefront",,"Air-Conditioned Storage Space",,"Running Water","Office Space, less than 5 employees",,,,,,,,,,"Light Industrial Workshop (mechanical equipment, flammable materials, ventilation)",,,,,"Oversized Doors and/or Freight Elevator","Ramps/loading dock",,,,,,,,"78702","78704","78741","Used a space beyond the Austin city limits","Used a space that was not ideal for your needs (not the right size, lacking needed equipment, not located in your preferred region, etc.)",,,"Stopped you from pursuing a specific job, contract, project, or commission","Paid for space you could not afford",,,"Stopped you from expanding your operations",,,"I do not utilize any of the above City services",,,"Read about it in the News, Magazine",
"10109262717","2018-07-12T18:47:44.000","2018-07-12T18:52:51.000",,,,,,,"Film/TV",,,,,,,,,,"Music/Music Composition",,"Painting, Illustration",,,,,,,,,,"writing","75","I RENT my home and have space within my home that I use for creative work (including home studios separate from living areas, e.g. granny flat, garage studio, etc.)","Yes","Not relevant to me/ I do not have a workspace separate from my home","Weekly, at least a few days/hours a week","78745","Stayed the same",,,"Work at home in a private workspace within my home",,,,"Coworking/shared maker space with access to a shared space with craft/discipline specific shared tools and resources",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Soundproofing, Recording Studio",,,,,,"Live/Work Space",,,,"78702","78704","78745",,"Used a space that was not ideal for your needs (not the right size, lacking needed equipment, not located in your preferred region, etc.)","Considered permanently leaving Austin for another city or state",,,,,"Stopped you from pursuing your creative practice professionally",,,,"Artists Resource Center services at the Dougherty Arts Center",,,"Saw it posted on Facebook",
"10109250358","2018-07-12T18:36:12.000","2018-07-12T18:42:23.000",,,,,,,,,,,,,,,,,,,"Painting, Illustration",,,,,,,,,,,"25","I RENT studio or other work space separate from my home","Don't know","$301- $700","Weekly, at least a few days/hours a week","78721","Increased by 6-10%",,,,,"Work in a private workspace, but in a larger complex with other artists",,,,,,,,,,,,,,"Exhibition, Gallery Space, less than 1,000 sq. feet",,"Retail Space, Storefront",,"Air-Conditioned Storage Space",,"Running Water",,,"Serving Alcohol","Serving Food",,,,,,"Multiple Artist Workspaces",,,,,,"Oversized Doors and/or Freight Elevator",,,,,,,,,"78704","78702","78721",,"Used a space that was not ideal for your needs (not the right size, lacking needed equipment, not located in your preferred region, etc.)","Considered permanently leaving Austin for another city or state",,,"Paid for space you could not afford","Been forced to close and/or discontinue your creative practice","Stopped you from pursuing your creative practice professionally","Stopped you from expanding your operations",,"I currently pay more than I can afford knowing there is a shortage of artist studios.","Applying for City of Austin Artist Residency Programs",,,"Read about it in the News, Magazine",
"10109114077","2018-07-12T16:38:58.000","2018-07-12T16:47:16.000",,,,,,,,,,,,,"Installation or Public Art",,,,"Music/Music Composition","New Media, Tech, Digital Arts","Painting, Illustration",,,,,"Sculpture",,,,,,"40","I RENT my home and have space within my home that I use for creative work (including home studios separate from living areas, e.g. granny flat, garage studio, etc.)","No","$301- $700","Daily, less than 5 hours","78702","Stayed the same",,,,,"Work in a private workspace, but in a larger complex with other artists",,,,,,,,,,,,,,"Exhibition, Gallery Space, less than 1,000 sq. feet","Exhibition, Gallery Space, more than 1,000 sq. feet",,,,,,,,,,,,,,"Individual Artist Workspace","Multiple Artist Workspaces",,,,,,,,,,,,,,,"78723","78752","78721","Used a space beyond the Austin city limits","Used a space that was not ideal for your needs (not the right size, lacking needed equipment, not located in your preferred region, etc.)","Considered permanently leaving Austin for another city or state","Canceled a performance or production","Stopped you from pursuing a specific job, contract, project, or commission","Paid for space you could not afford","Been forced to close and/or discontinue your creative practice","Stopped you from pursuing your creative practice professionally","Stopped you from expanding your operations",,,"Applying for City of Austin Artist Residency Programs",,,"Word of mouth",
"10109111300","2018-07-12T16:37:19.000","2018-07-12T16:48:46.000",,,,,,,,,,,,,"Installation or Public Art",,,,,"New Media, Tech, Digital Arts","Painting, Illustration",,"Photography",,,"Sculpture",,"Web-based Content Production",,,,"5","I don't currently have the space I need for my art or creative work","No","Not relevant to me/ I do not have a workspace separate from my home","Weekly, at least a few days/hours a week","N/a","Increased by 5% or less",,,"Work at home in a private workspace within my home",,"Work in a private workspace, but in a larger complex with other artists",,"Coworking/shared maker space with access to a shared space with craft/discipline specific shared tools and resources",,,,"Indoor Performance Space: Black Box/Flex Space  (i.e. no fixed seats)",,,"Outdoor Performance Space with amplified sound",,"Rehearsal Space, less than 1,000 sq. feet",,,,"Exhibition, Gallery Space, more than 1,000 sq. feet",,,"Air-Conditioned Storage Space","Non-Air Conditioned Storage Space","Running Water",,,"Serving Alcohol","Serving Food","Commercial kitchen",,,"Projection, Movie Theater","Individual Artist Workspace","Multiple Artist Workspaces","Light Industrial Workshop (mechanical equipment, flammable materials, ventilation)",,,"Photo Studio","Soundproofing, Recording Studio","Oversized Doors and/or Freight Elevator","Ramps/loading dock","Floor Drains","Wheelchair accessibility","High ceilings",,,,,"78751","78705","78702","Used a space beyond the Austin city limits","Used a space that was not ideal for your needs (not the right size, lacking needed equipment, not located in your preferred region, etc.)",,,"Stopped you from pursuing a specific job, contract, project, or commission",,,"Stopped you from pursuing your creative practice professionally","Stopped you from expanding your operations",,,"I do not utilize any of the above City services",,,"Saw it posted on Facebook",
"10109068151","2018-07-12T16:08:51.000","2018-07-12T16:10:40.000",,,,,,,,,,,,,,,,,,"New Media, Tech, Digital Arts","Painting, Illustration",,"Photography",,,,,,,,,"20","I don't currently have the space I need for my art or creative work","No","Not relevant to me/ I do not have a workspace separate from my home","Daily, less than 5 hours","78722","Not relevant to me/ I do not pay for a space",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10108865682","2018-07-12T14:12:10.000","2018-07-12T14:19:41.000",,,,,,,,,,,"Graphic Design",,,,,,,,"Painting, Illustration",,,,,,,,,,,"90","I RENT my home and have space within my home that I use for creative work (including home studios separate from living areas, e.g. granny flat, garage studio, etc.)","No","Not relevant to me/ I do not have a workspace separate from my home","Daily, 5 or more hours","78751","Stayed the same",,,"Work at home in a private workspace within my home","Have workspace and living space within a larger complex of studios and residences","Work in a private workspace, but in a larger complex with other artists",,,,,,,,,,,,,,"Exhibition, Gallery Space, less than 1,000 sq. feet","Exhibition, Gallery Space, more than 1,000 sq. feet","Retail Space, Storefront",,"Air-Conditioned Storage Space",,"Running Water",,,,,,,,,"Individual Artist Workspace",,,,,,,,,,,,"Live/Work Space",,,,"78704","78705","78703",,"Used a space that was not ideal for your needs (not the right size, lacking needed equipment, not located in your preferred region, etc.)","Considered permanently leaving Austin for another city or state",,"Stopped you from pursuing a specific job, contract, project, or commission",,"Been forced to close and/or discontinue your creative practice","Stopped you from pursuing your creative practice professionally","Stopped you from expanding your operations",,,"Professional development workshops or events for creatives and artists",,,"City of Austin Newsletters",
"10108559980","2018-07-12T11:21:10.000","2018-07-12T11:27:30.000",,,"Ceramics",,,,,,,,,,,,,,,,,,,,,,,,,,,"2","I RENT studio or other work space separate from my home","Yes","$150- $300","Weekly, at least a few days/hours a week","78704","Stayed the same",,,,,,,"Coworking/shared maker space with access to a shared space with craft/discipline specific shared tools and resources",,,,,,,,,,,,,,,,,,"Running Water",,,,,,,,,"Individual Artist Workspace","Multiple Artist Workspaces",,"Ceramics Studio, Kiln",,,,,,"Floor Drains",,,,,,,"78748","78747","78745",,,"Considered permanently leaving Austin for another city or state",,,,,,,,,"I do not utilize any of the above City services",,,"Word of mouth",
"10108427227","2018-07-12T10:11:59.000","2018-07-12T10:16:01.000",,,"Ceramics",,,,,,,,,,,,,,,,,,,,,,,,,,,"4","I RENT studio or other work space separate from my home","Yes","$150- $300","Weekly, at least a few days/hours a week","78748","Stayed the same",,,,"Have workspace and living space within a larger complex of studios and residences",,,"Coworking/shared maker space with access to a shared space with craft/discipline specific shared tools and resources",,,,"Indoor Performance Space: Black Box/Flex Space  (i.e. no fixed seats)",,,,,,,,"Exhibition, Gallery Space, less than 1,000 sq. feet","Exhibition, Gallery Space, more than 1,000 sq. feet","Retail Space, Storefront",,,,,,,,,,,,,,,,"Ceramics Studio, Kiln",,,,,,,,,,,,,"78757","78752","78723",,"Used a space that was not ideal for your needs (not the right size, lacking needed equipment, not located in your preferred region, etc.)","Considered permanently leaving Austin for another city or state",,,"Paid for space you could not afford",,,"Stopped you from expanding your operations",,,"I do not utilize any of the above City services",,,"Other (please specify)","studio owner"
"10108378591","2018-07-12T09:45:39.000","2018-07-12T09:52:38.000",,,"Ceramics",,,,,,,,,,,,,,,,,,,,,,,,,,,"5","I RENT studio or other work space separate from my home","Yes","$150- $300","Weekly, at least a few days/hours a week","78704","Stayed the same",,,"Work at home in a private workspace within my home",,"Work in a private workspace, but in a larger complex with other artists",,"Coworking/shared maker space with access to a shared space with craft/discipline specific shared tools and resources",,,,,,,,,,,,"Exhibition, Gallery Space, less than 1,000 sq. feet","Exhibition, Gallery Space, more than 1,000 sq. feet","Retail Space, Storefront","Classroom, teaching space","Air-Conditioned Storage Space",,"Running Water",,,,,,,,,"Individual Artist Workspace","Multiple Artist Workspaces",,"Ceramics Studio, Kiln",,,,,,,,,,,,,"78745","78704","78741",,,,,,"Paid for space you could not afford",,"Stopped you from pursuing your creative practice professionally",,,,"I do not utilize any of the above City services",,,"Other (please specify)","Studio owner/operator"
"10108351846","2018-07-12T09:31:27.000","2018-07-12T09:39:16.000",,,"Ceramics",,,,,,,,,,,,,,,,,,,,,"Sculpture",,,,,,"50","I RENT studio or other work space separate from my home","Yes","Over $1,500","Daily, 5 or more hours","78704","Increased by 11-25%",,,,"Have workspace and living space within a larger complex of studios and residences",,,,,,,,,,,,,,,,"Exhibition, Gallery Space, more than 1,000 sq. feet","Retail Space, Storefront","Classroom, teaching space",,,"Running Water",,,,,,,,,"Individual Artist Workspace","Multiple Artist Workspaces",,"Ceramics Studio, Kiln",,,,,"Ramps/loading dock","Floor Drains",,"High ceilings",,,,,"78745","78704","78745",,,,,,,,,"Stopped you from expanding your operations",,,"I do not utilize any of the above City services",,,"City staff",
"10108343121","2018-07-12T09:26:40.000","2018-07-12T09:33:56.000",,,"Ceramics",,,,,,,,,"Healing Arts/Arts Therapy",,,,"Metalworking",,,"Painting, Illustration",,"Photography","Printmaking",,"Sculpture","Textile/Fiber Arts",,"Woodworking",,,"0","I don't currently have the space I need for my art or creative work","No","Not relevant to me/ I do not have a workspace separate from my home","Daily, 5 or more hours","N/A","Not relevant to me/ I do not pay for a space",,,,"Have workspace and living space within a larger complex of studios and residences","Work in a private workspace, but in a larger complex with other artists",,"Coworking/shared maker space with access to a shared space with craft/discipline specific shared tools and resources",,,,,,,,,,,,,,,"Classroom, teaching space","Air-Conditioned Storage Space",,"Running Water",,,,,,,,,,"Multiple Artist Workspaces",,"Ceramics Studio, Kiln",,,,,"Ramps/loading dock",,,"High ceilings",,,,,"78731","78704","78741","Used a space beyond the Austin city limits","Used a space that was not ideal for your needs (not the right size, lacking needed equipment, not located in your preferred region, etc.)","Considered permanently leaving Austin for another city or state",,,,,,,,,"Artists Resource Center services at the Dougherty Arts Center",,,"Read about it in the News, Magazine",
"10108336829","2018-07-12T09:23:26.000","2018-07-12T09:43:19.000",,,,,,,,,,,"Graphic Design",,"Installation or Public Art",,,,,,"Painting, Illustration",,,,,"Sculpture",,"Web-based Content Production",,,,"85","I don't currently have the space I need for my art or creative work","No","Not relevant to me/ I do not have a workspace separate from my home","Daily, less than 5 hours","78744","Increased 50-75%",,,"Work at home in a private workspace within my home","Have workspace and living space within a larger complex of studios and residences","Work in a private workspace, but in a larger complex with other artists",,,,,,,,,,,"Rehearsal Space, less than 1,000 sq. feet",,,"Exhibition, Gallery Space, less than 1,000 sq. feet","Exhibition, Gallery Space, more than 1,000 sq. feet","Retail Space, Storefront","Classroom, teaching space","Air-Conditioned Storage Space",,,"Office Space, less than 5 employees",,,,,,,,"Individual Artist Workspace","Multiple Artist Workspaces",,,,,"Soundproofing, Recording Studio",,,,,"High ceilings",,,,"Markable surfaces with flex property habituation reqs.. can make a mess","78744","78741","78742",,"Used a space that was not ideal for your needs (not the right size, lacking needed equipment, not located in your preferred region, etc.)","Considered permanently leaving Austin for another city or state","Canceled a performance or production","Stopped you from pursuing a specific job, contract, project, or commission","Paid for space you could not afford","Been forced to close and/or discontinue your creative practice","Stopped you from pursuing your creative practice professionally","Stopped you from expanding your operations",,"Scaled back mediums options. Increased networking to seek opportunities for space and collaboration opportunities. Halted production in many several expression modes.  The influx of populations has vastly changed the space opportunities that existed in the 1990's & early 2000's. Affordability is challenging.","I do not utilize any of the above City services",,,"Other (please specify)","Cultural Arts Division enewsletter"
"10108275975","2018-07-12T08:51:22.000","2018-07-12T08:58:10.000",,,,,,,,,,,,,,,,,,,"Painting, Illustration",,,,,,,,,,,"100","I RENT my home and have space within my home that I use for creative work (including home studios separate from living areas, e.g. granny flat, garage studio, etc.)","No","Not relevant to me/ I do not have a workspace separate from my home","Daily, 5 or more hours","78744","Increased by 5% or less",,,"Work at home in a private workspace within my home",,"Work in a private workspace, but in a larger complex with other artists",,"Coworking/shared maker space with access to a shared space with craft/discipline specific shared tools and resources",,,,,,,,,,,,,"Exhibition, Gallery Space, more than 1,000 sq. feet","Retail Space, Storefront","Classroom, teaching space","Air-Conditioned Storage Space",,"Running Water",,,"Serving Alcohol","Serving Food",,,,,"Individual Artist Workspace","Multiple Artist Workspaces","Light Industrial Workshop (mechanical equipment, flammable materials, ventilation)",,,,,,,"Floor Drains",,"High ceilings",,,,,"78702","78745","78744",,"Used a space that was not ideal for your needs (not the right size, lacking needed equipment, not located in your preferred region, etc.)","Considered permanently leaving Austin for another city or state",,"Stopped you from pursuing a specific job, contract, project, or commission","Paid for space you could not afford",,,"Stopped you from expanding your operations",,,"Professional development workshops or events for creatives and artists",,,"Saw it posted on Facebook",
"10108219496","2018-07-12T08:19:58.000","2018-07-12T08:27:56.000",,,,,,,,,,,,,,,,,,,,,"Photography",,,,,,,,,"100","I RENT studio or other work space separate from my home","No","$301- $700","Daily, 5 or more hours","78721","Increased 50-75%",,,,"Have workspace and living space within a larger complex of studios and residences",,,,,,,"Indoor Performance Space: Black Box/Flex Space  (i.e. no fixed seats)","Indoor Performance Space, Auditorium, Thrust Stage, Proscenium","Outdoor Performance Space without amplified sound","Outdoor Performance Space with amplified sound","Fly System, Fly Space","Rehearsal Space, less than 1,000 sq. feet","Rehearsal Space, more than 1,000 sq. feet",,"Exhibition, Gallery Space, less than 1,000 sq. feet",,,"Classroom, teaching space","Air-Conditioned Storage Space",,"Running Water","Office Space, less than 5 employees",,,,,,,,"Individual Artist Workspace",,,,"Film Processing, Darkroom","Photo Studio",,,,,,,,,,,"78721","78723","78751",,"Used a space that was not ideal for your needs (not the right size, lacking needed equipment, not located in your preferred region, etc.)","Considered permanently leaving Austin for another city or state","Canceled a performance or production","Stopped you from pursuing a specific job, contract, project, or commission","Paid for space you could not afford",,,"Stopped you from expanding your operations",,"Most artist I know are very close to being evicted","Receiving funding through the Cultural Funding Program",,,"Word of mouth",
"10107811368","2018-07-12T02:56:59.000","2018-07-12T03:05:03.000",,,,,,,,,,,,,,,,,,,"Painting, Illustration",,"Photography",,,,,,,,,"40","I RENT my home and have space within my home that I use for creative work (including home studios separate from living areas, e.g. granny flat, garage studio, etc.)","No","Not relevant to me/ I do not have a workspace separate from my home","Daily, 5 or more hours","78741","Increased by 5% or less",,,"Work at home in a private workspace within my home","Have workspace and living space within a larger complex of studios and residences","Work in a private workspace, but in a larger complex with other artists",,,,,,,,,,,,,,"Exhibition, Gallery Space, less than 1,000 sq. feet",,"Retail Space, Storefront",,,,"Running Water","Office Space, less than 5 employees",,,,,,,,"Individual Artist Workspace","Multiple Artist Workspaces","Light Industrial Workshop (mechanical equipment, flammable materials, ventilation)",,,"Photo Studio",,"Oversized Doors and/or Freight Elevator",,,,"High ceilings","Live/Work Space",,,,"78741","78744","78745",,"Used a space that was not ideal for your needs (not the right size, lacking needed equipment, not located in your preferred region, etc.)","Considered permanently leaving Austin for another city or state","Canceled a performance or production",,,,,"Stopped you from expanding your operations",,,"I do not utilize any of the above City services",,,"Other (please specify)","Email from Cultural Arts Division"
"10107639502","2018-07-11T23:22:34.000","2018-07-11T23:28:39.000",,,,,,,,,,,,,,,,,,,"Painting, Illustration",,,,,,,,,,,"55","I OWN my home and have space within my home that I use for creative work (including home studios separate from living areas, e.g. granny flat, garage studio, etc.)","No","Not relevant to me/ I do not have a workspace separate from my home","Daily, 5 or more hours","78756","Not relevant to me/ I do not pay for a space",,,,,"Work in a private workspace, but in a larger complex with other artists","Rent workspace on a temporary, as needed basis (by the hour or day)",,"Share/Sublet my studio part time when I am not using it",,,,,,,,,,,,,,,"Air-Conditioned Storage Space",,,,,,,,,,,"Individual Artist Workspace","Multiple Artist Workspaces",,,,,,,,,,,,,,,"78702","78722","78756",,,,,"Stopped you from pursuing a specific job, contract, project, or commission",,,,,,"I do not participate in EAST because i cant afford a studio","I do not utilize any of the above City services",,,"Read about it in the News, Magazine",
"10107468385","2018-07-11T20:05:03.000","2018-07-11T20:09:42.000",,,,,,,,,,,,,,,,,,,"Painting, Illustration",,,,,,,,,,,"10","I OWN my home and have space within my home that I use for creative work (including home studios separate from living areas, e.g. granny flat, garage studio, etc.)","No","$150- $300","Weekly, at least a few days/hours a week","78749","Increased by 5% or less",,,"Work at home in a private workspace within my home",,,,,"Share/Sublet my studio part time when I am not using it",,,,,,,,,,,"Exhibition, Gallery Space, less than 1,000 sq. feet",,,,,,"Running Water",,,,,,,,,"Individual Artist Workspace",,,,,"Photo Studio",,,,,,,,,,,"78749","78745","78737",,"Used a space that was not ideal for your needs (not the right size, lacking needed equipment, not located in your preferred region, etc.)","Considered permanently leaving Austin for another city or state",,"Stopped you from pursuing a specific job, contract, project, or commission",,,,"Stopped you from expanding your operations",,,"Artists Resource Center services at the Dougherty Arts Center",,,"Saw it posted on Facebook",
"10107423036","2018-07-11T19:19:19.000","2018-07-11T19:24:44.000",,,,,,,"Film/TV",,,,,,,,,,,,,,,,,,,,,,,"100","I RENT my home and have space within my home that I use for creative work (including home studios separate from living areas, e.g. granny flat, garage studio, etc.)","No","$150- $300","Weekly, at least a few days/hours a week","78721","Increased by 5% or less",,,,,"Work in a private workspace, but in a larger complex with other artists",,"Coworking/shared maker space with access to a shared space with craft/discipline specific shared tools and resources",,,,,,,,,,,,,,,,"Air-Conditioned Storage Space",,,,,,,,,,"Projection, Movie Theater",,,,,"Film Processing, Darkroom","Photo Studio",,,"Ramps/loading dock",,,,,,,,"78704","78702","78721",,"Used a space that was not ideal for your needs (not the right size, lacking needed equipment, not located in your preferred region, etc.)",,,"Stopped you from pursuing a specific job, contract, project, or commission",,,,,,,"I do not utilize any of the above City services",,,"Saw it posted on Facebook",
"10107356106","2018-07-11T18:11:28.000","2018-07-11T18:31:31.000",,,,,,,,,,,,,"Installation or Public Art",,,,,,,,,,,"Sculpture",,,,,,"2","I RENT my home and have space within my home that I use for creative work (including home studios separate from living areas, e.g. granny flat, garage studio, etc.)","No","Not relevant to me/ I do not have a workspace separate from my home","Weekly, at least a few days/hours a week","78751","Increased by 5% or less",,,"Work at home in a private workspace within my home",,"Work in a private workspace, but in a larger complex with other artists",,,,,"a private workspace with shared space with other artists","Indoor Performance Space: Black Box/Flex Space  (i.e. no fixed seats)",,,,,,,,"Exhibition, Gallery Space, less than 1,000 sq. feet","Exhibition, Gallery Space, more than 1,000 sq. feet",,,"Air-Conditioned Storage Space","Non-Air Conditioned Storage Space","Running Water",,,,,,,,,"Individual Artist Workspace","Multiple Artist Workspaces","Light Industrial Workshop (mechanical equipment, flammable materials, ventilation)","Ceramics Studio, Kiln","Film Processing, Darkroom",,"Soundproofing, Recording Studio","Oversized Doors and/or Freight Elevator","Ramps/loading dock","Floor Drains","Wheelchair accessibility","High ceilings","Live/Work Space",,,,"78751","78702","78721",,"Used a space that was not ideal for your needs (not the right size, lacking needed equipment, not located in your preferred region, etc.)","Considered permanently leaving Austin for another city or state",,"Stopped you from pursuing a specific job, contract, project, or commission","Paid for space you could not afford",,"Stopped you from pursuing your creative practice professionally","Stopped you from expanding your operations",,"I have paid what I can into the relocation funds of various visual arts non-profits which have had to relocate and/or face relocation in the past 24 months via crowdfunding sites. I have mourned the closing or pending closure of these same spaces. I have turned my carport into a studio space because of a lack of affordable studio spaces but miss the community and camaraderie of studio complexes with shared spaces. As I do not own my home and therefore my studio space, I am limited in the amount of changes I can or should make to improve the working conditions of my space. I have given sweat equity to the efforts of my community as we try to eek out another new space and gain favorable long term lease.","I do not utilize any of the above City services",,,"Other (please specify)","sightlinesmag.org"
"10107062781","2018-07-11T14:41:59.000","2018-07-11T14:45:06.000",,,,,,,,,,,,,,,,,,,"Painting, Illustration",,,"Printmaking",,,,,"Woodworking",,,"15","I RENT my home and have space within my home that I use for creative work (including home studios separate from living areas, e.g. granny flat, garage studio, etc.)","No","Not relevant to me/ I do not have a workspace separate from my home","Daily, less than 5 hours","78745","Increased by 11-25%",,,,"Have workspace and living space within a larger complex of studios and residences","Work in a private workspace, but in a larger complex with other artists",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Light Industrial Workshop (mechanical equipment, flammable materials, ventilation)",,,,,,,,,,,,,,"78704","78702","78745",,"Used a space that was not ideal for your needs (not the right size, lacking needed equipment, not located in your preferred region, etc.)",,,"Stopped you from pursuing a specific job, contract, project, or commission",,,"Stopped you from pursuing your creative practice professionally",,,,"Professional development workshops or events for creatives and artists",,,"Don’t Remember",
"10107035930","2018-07-11T14:25:04.000","2018-07-11T14:30:16.000",,,,,,,,,,,,,,,"Literary Arts",,,,"Painting, Illustration",,,,,"Sculpture",,,,,,"0","I RENT my home and have space within my home that I use for creative work (including home studios separate from living areas, e.g. granny flat, garage studio, etc.)","No","Not relevant to me/ I do not have a workspace separate from my home","Weekly, at least a few days/hours a week","78745","Increased by 5% or less",,,"Work at home in a private workspace within my home",,,,,,,,,,,,,,,,,,,,,,"Running Water",,,,,,"Specialty Floors (Marley, Subfloor, Acro Mats, Sprung Floors)",,,"Individual Artist Workspace",,"Light Industrial Workshop (mechanical equipment, flammable materials, ventilation)",,,,,"Oversized Doors and/or Freight Elevator","Ramps/loading dock","Floor Drains",,"High ceilings","Live/Work Space",,,,"78745","78704","78701",,"Used a space that was not ideal for your needs (not the right size, lacking needed equipment, not located in your preferred region, etc.)","Considered permanently leaving Austin for another city or state",,"Stopped you from pursuing a specific job, contract, project, or commission",,"Been forced to close and/or discontinue your creative practice","Stopped you from pursuing your creative practice professionally","Stopped you from expanding your operations",,"I have to rent a 3 bedroom duplex even though I live alone because it has a garage I can use for art.","I do not utilize any of the above City services",,,"City of Austin Newsletters",
