LoanNumber,DateApproved,SBAOfficeCode,ProcessingMethod,BorrowerName,BorrowerAddress,BorrowerCity,BorrowerState,BorrowerZip,LoanStatusDate,LoanStatus,Term,SBAGuarantyPercentage,InitialApprovalAmount,CurrentApprovalAmount,UndisbursedAmount,FranchiseName,ServicingLenderLocationID,ServicingLenderName,ServicingLenderAddress,ServicingLenderCity,ServicingLenderState,ServicingLenderZip,RuralUrbanIndicator,HubzoneIndicator,LMIIndicator,BusinessAgeDescription,ProjectCity,ProjectCountyName,ProjectState,ProjectZip,CD,JobsReported,NAICSCode,Race,Ethnicity,UTILITIES_PROCEED,PAYROLL_PROCEED,MORTGAGE_INTEREST_PROCEED,RENT_PROCEED,REFINANCE_EIDL_PROCEED,HEALTH_CARE_PROCEED,DEBT_INTEREST_PROCEED,BusinessType,OriginatingLenderLocationID,OriginatingLender,OriginatingLenderCity,OriginatingLenderState,Gender,Veteran,NonProfit,ForgivenessAmount,ForgivenessDate
6167478807,04/19/2021,0681,PPS,SARAH MULLEN,648 Oak Hill Cemetery Rd,Bastrop,TX,78602-3626,01/11/2022,Paid in Full,60,100,6816,6816,0,,529192,Benworth Capital,7000 SW 97th Avenue Suite 201,Miami,FL,33173,R,N,Y,Existing or more than 2 years old,Bastrop,BASTROP,TX,78602-3626,TX-27,1,711130,Unanswered,Unknown/NotStated,,6816,,,,,,Sole Proprietorship,529192,Benworth Capital,Miami,FL,Female Owned,Non-Veteran,,6862.87,01/03/2022
3318088606,03/16/2021,0681,PPP,JAMES LOESSBERG,306 Gladeview Dr,Round Rock,TX,78681-4915,06/29/2021,Paid in Full,60,100,6805.31,6805.31,0,,69080,The Commercial National Bank of Brady,105 E 2nd St,BRADY,TX,76825-4931,U,N,N,Existing or more than 2 years old,Round Rock,WILLIAMSON,TX,78681-4915,TX-31,1,711130,Unanswered,Unknown/NotStated,,6805.31,,,,,,Sole Proprietorship,69080,The Commercial National Bank of Brady,BRADY,TX,Unanswered,Unanswered,,6823.4,06/23/2021
1545387400,05/04/2020,0681,PPP,"IN ADISCHIN EVENTS, LLC",2600 Blue Rock Trl,Dripping Springs,TX,78620,10/23/2021,Paid in Full,24,100,6800,6800,0,,123499,BayFirst National Bank,700 Central Avenue,Saint Petersburg,FL,33701,R,N,N,Unanswered,Dripping Springs,HAYS,TX,78620-0001,TX-25,1,711310,Unanswered,Not Hispanic or Latino,,6800,,,,,,Limited  Liability Company(LLC),123499,BayFirst National Bank,Saint Petersburg,FL,Unanswered,Unanswered,,6887.19,08/31/2021
4976138103,07/17/2020,0681,PPP,ARTS MOBLEY LLC,9305 Hunters Trace East,AUSTIN,TX,78758-6521,02/06/2021,Paid in Full,60,100,6800,6800,0,,106661,University FCU,"8303 N Mopac Expwy, Ste A-105",AUSTIN,TX,78759,U,Y,Y,Existing or more than 2 years old,AUSTIN,TRAVIS,TX,78758-6521,TX-37,1,711130,Unanswered,Unknown/NotStated,,6800,,,,,,Limited  Liability Company(LLC),106661,University FCU,AUSTIN,TX,Unanswered,Unanswered,,6835.13,01/26/2021
5204117204,04/27/2020,0681,PPP,KURT BAUMER,202 WOODS LN,CEDAR PARK,TX,78613-6204,01/16/2021,Paid in Full,24,100,6800,6800,0,,69819,Prosperity Bank,1301 N Mechanic,El Campo,TX,77437,U,N,Y,Existing or more than 2 years old,CEDAR PARK,WILLIAMSON,TX,78613-6204,TX-31,1,711130,Unanswered,Not Hispanic or Latino,,6800,,,,,,Sole Proprietorship,123367,Prosperity Bank,Midland,TX,Male Owned,Non-Veteran,,6840.99,12/02/2020
6411678408,02/10/2021,0681,PPS,ARTS MOBLEY LLC,9305 Hunters Trce E,Austin,TX,78758-6525,10/16/2021,Paid in Full,60,100,6800,6800,0,,106661,University FCU,"8303 N Mopac Expwy, Ste A-105",AUSTIN,TX,78759,U,Y,Y,Existing or more than 2 years old,Austin,TRAVIS,TX,78758-6525,TX-37,1,711130,Unanswered,Unknown/NotStated,,6800,,,,,,Limited  Liability Company(LLC),106661,University FCU,AUSTIN,TX,Unanswered,Unanswered,,6841.93,09/22/2021
7325848801,04/21/2021,0681,PPS,MEGAN PRITCHETT,7825,AUSTIN,TX,78745,09/17/2022,Paid in Full,60,100,6580,6580,0,,529471,Itria Ventures LLC,"One Penn Plaza, Suite 4530",New York,NY,10119,U,N,Y,Existing or more than 2 years old,AUSTIN,TRAVIS,TX,78745,TX-21,1,711130,White,Not Hispanic or Latino,,6580,,,,,,Sole Proprietorship,529471,Itria Ventures LLC,New York,NY,Female Owned,Non-Veteran,,6660.61,08/04/2022
2946318708,03/30/2021,0681,PPS,COREY GRAY,15450 Farm to Market Rd. 1325,Austin,TX,78728,09/16/2021,Paid in Full,60,100,6562,6562,0,,524612,Fountainhead SBF LLC,3216 W. Lake Mary Blvd,LAKE MARY,FL,32746,U,N,N,Existing or more than 2 years old,Austin,WILLIAMSON,TX,78728,TX-17,1,711130,White,Not Hispanic or Latino,,6562,,,,,,Self-Employed Individuals,524612,Fountainhead SBF LLC,LAKE MARY,FL,Male Owned,Non-Veteran,,6584.42,08/11/2021
5494618205,08/07/2020,0681,PPP,JEFFREY BRYANT,2329 AMUR DR,AUSTIN,TX,78745-2065,08/19/2021,Paid in Full,60,100,6535.72,6535.72,0,,456756,Cross River Bank,885 Teaneck Rd,TEANECK,NJ,07666-4546,U,N,N,Unanswered,AUSTIN,TRAVIS,TX,78745-2065,TX-37,1,711130,Unanswered,Unknown/NotStated,,6535.72,,,,,,Sole Proprietorship,456756,Cross River Bank,TEANECK,NJ,Unanswered,Unanswered,,6597.68,07/27/2021
2773608800,04/13/2021,0681,PPS,GARY HEIMBAUER,13711 Letti Ln N/A,Pflugerville,TX,78660-8833,11/20/2021,Paid in Full,60,100,6496,6496,0,,121536,Customers Bank,40 General Warren Blvd,Malvern,PA,19355,U,N,N,Existing or more than 2 years old,Pflugerville,TRAVIS,TX,78660-8833,TX-17,1,711130,Unanswered,Unknown/NotStated,,6495,,,,,,Self-Employed Individuals,121536,Customers Bank,Malvern,PA,Unanswered,Unanswered,,6529.46,11/03/2021
6926518307,01/27/2021,0681,PPS,AUSTIN KIMBLE,1012 Wessex Way,Austin,TX,78748-6462,09/22/2021,Paid in Full,60,100,6432,6432,0,,72601,"Zions Bank, A Division of",1 S Main St,SALT LAKE CITY,UT,84133-1109,U,N,Y,Existing or more than 2 years old,Austin,TRAVIS,TX,78748-6462,TX-21,1,711130,Unanswered,Unknown/NotStated,1,6431,,,,,,Sole Proprietorship,72601,"Zions Bank, A Division of",SALT LAKE CITY,UT,Unanswered,Unanswered,,6469.71,09/01/2021
5491098601,03/20/2021,0681,PPP,RACHEL KOLAR,303 Nelray Blvd,Austin,TX,78751-1122,11/11/2021,Paid in Full,60,100,6423,6423,0,,106661,University FCU,"8303 N Mopac Expwy, Ste A-105",AUSTIN,TX,78759,U,Y,N,Existing or more than 2 years old,Austin,TRAVIS,TX,78751-1122,TX-37,1,711130,Unanswered,Unknown/NotStated,,6422,,,,,,Self-Employed Individuals,106661,University FCU,AUSTIN,TX,Unanswered,Unanswered,,6461.89,10/27/2021
2006488702,03/27/2021,0681,PPP,JONATHAN GROSSMAN,2115 Allred Dr,Austin,TX,78748-1302,09/08/2022,Paid in Full,60,100,6413.75,6413.75,0,,529050,"Square Capital, LLC","1455 Market Street, Suite 600",San Francisco,CA,94103,U,N,N,Existing or more than 2 years old,Austin,TRAVIS,TX,78748-1302,TX-21,1,711130,Unanswered,Unknown/NotStated,,6412.75,,,,,,Sole Proprietorship,529050,"Square Capital, LLC",San Francisco,CA,Unanswered,Unanswered,,6504.42,08/31/2022
6515707206,04/28/2020,0681,PPP,AUSTIN PORTERFIELD KIMBLE,1012 Wessex Way,AUSTIN,TX,78748,02/06/2021,Paid in Full,24,100,6400,6400,0,,106661,University FCU,"8303 N Mopac Expwy, Ste A-105",AUSTIN,TX,78759,U,N,Y,Existing or more than 2 years old,AUSTIN,TRAVIS,TX,78748-0001,TX-21,1,711130,Unanswered,Unknown/NotStated,,6400,,,,,,Sole Proprietorship,106661,University FCU,AUSTIN,TX,Unanswered,Unanswered,,6446.4,01/19/2021
3768559010,05/20/2021,0681,PPP,HEDRAS RAMOS,1701 Oak Hill Ln Apt 635,Austin,TX,78744-2231,03/22/2022,Paid in Full,60,100,6322,6322,0,,188361,"Prestamos CDFI, LLC",1024 East Buckeye Road Suite 270,Phoenix,AZ,85034,U,N,Y,Existing or more than 2 years old,Austin,TRAVIS,TX,78744-2231,TX-35,1,711130,White,Hispanic or Latino,1,6320,,,,,,Independent Contractors,188361,"Prestamos CDFI, LLC",Phoenix,AZ,Male Owned,Non-Veteran,,6348.52,10/29/2021
4183178910,04/28/2021,0681,PPS,MICHAEL RODRIGUEZ,17338 Bishopsgate Dr,Pflugerville,TX,78660-1770,11/06/2021,Paid in Full,60,100,6250,6250,0,,529192,Benworth Capital,7000 SW 97th Avenue Suite 201,Miami,FL,33173,U,N,N,Existing or more than 2 years old,Pflugerville,TRAVIS,TX,78660-1770,TX-17,1,711130,Unanswered,Unknown/NotStated,,6250,,,,,,Sole Proprietorship,529192,Benworth Capital,Miami,FL,Unanswered,Unanswered,,6280.48,10/27/2021
8555728909,05/11/2021,0681,PPP,MICHAEL WADE,13505 Sierra Wind Ln,Elgin,TX,78621-6013,,Exemption 4,60,100,6250,6250,0,,188361,"Prestamos CDFI, LLC",1024 East Buckeye Road Suite 270,Phoenix,AZ,85034,U,N,N,Existing or more than 2 years old,Elgin,TRAVIS,TX,78621-6013,TX-10,1,711310,Black or African American,Not Hispanic or Latino,,6249,,,,,,Sole Proprietorship,188361,"Prestamos CDFI, LLC",Phoenix,AZ,Male Owned,Non-Veteran,,,
9880918709,04/09/2021,0681,PPP,MICHAEL RODRIGUEZ,17338 Bishopsgate Dr,Pflugerville,TX,78660-1770,10/13/2021,Paid in Full,60,100,6250,6250,0,,524612,Fountainhead SBF LLC,3216 W. Lake Mary Blvd,LAKE MARY,FL,32746,U,N,N,Existing or more than 2 years old,Pflugerville,TRAVIS,TX,78660-1770,TX-17,1,711130,Unanswered,Unknown/NotStated,,6250,,,,,,Sole Proprietorship,524612,Fountainhead SBF LLC,LAKE MARY,FL,Unanswered,Unanswered,,6275.35,09/10/2021
6317227301,04/30/2020,0681,PPP,"SANTA BARBARA TRIATHLON, INC.",205 SAN DONATO CV,AUSTIN,TX,78738,08/23/2021,Paid in Full,24,100,5832,5832,0,,5852,Montecito Bank & Trust,1000 State St,SANTA BARBARA,CA,93101-2711,U,N,N,Existing or more than 2 years old,AUSTIN,TRAVIS,TX,78738-0001,TX-25,1,711310,White,Not Hispanic or Latino,,5832,,,,,,Corporation,5852,Montecito Bank & Trust,SANTA BARBARA,CA,Male Owned,Non-Veteran,,5869.01,02/16/2021
4776737802,05/28/2020,0681,PPP,MICHAEL ROSCH,2901 Goodwin Ave,Austin,TX,78702-3014,03/23/2022,Paid in Full,24,100,5809,5809,0,,456756,Cross River Bank,885 Teaneck Rd,TEANECK,NJ,07666-4546,U,Y,Y,Existing or more than 2 years old,Austin,TRAVIS,TX,78702-3014,TX-37,1,711130,Unanswered,Unknown/NotStated,,5809,,,,,,Self-Employed Individuals,529113,"Kabbage, Inc.",Atlanta,GA,Unanswered,Unanswered,,5843.69,01/08/2021
1355998902,04/24/2021,0681,PPS,MARK RODRIGUEZ,17355 Tobermory Dr,Pflugerville,TX,78660-1725,11/06/2021,Paid in Full,60,100,5770,5770,0,,529192,Benworth Capital,7000 SW 97th Avenue Suite 201,Miami,FL,33173,U,N,N,Existing or more than 2 years old,Pflugerville,TRAVIS,TX,78660-1725,TX-17,1,711130,Unanswered,Unknown/NotStated,,5770,,,,,,Sole Proprietorship,529192,Benworth Capital,Miami,FL,Unanswered,Unanswered,,5798.77,10/27/2021
4756478708,04/01/2021,0681,PPP,MARK RODRIGUEZ,17355 Tobermory Dr,Pflugerville,TX,78660-1725,12/18/2021,Paid in Full,60,100,5770,5770,0,,524612,Fountainhead SBF LLC,3216 W. Lake Mary Blvd,LAKE MARY,FL,32746,U,N,N,Existing or more than 2 years old,Pflugerville,TRAVIS,TX,78660-1725,TX-17,1,711130,Unanswered,Unknown/NotStated,,5770,,,,,,Sole Proprietorship,524612,Fountainhead SBF LLC,LAKE MARY,FL,Unanswered,Unanswered,,5802.86,11/05/2021
8458438805,04/22/2021,0681,PPP,REANELL TARMANN,1811 S West Dr,Leander,TX,78641-2111,03/22/2022,Paid in Full,60,100,5625,5625,0,,188361,"Prestamos CDFI, LLC",1024 East Buckeye Road Suite 270,Phoenix,AZ,85034,U,N,N,Existing or more than 2 years old,Leander,WILLIAMSON,TX,78641-2111,TX-31,1,711310,White,Not Hispanic or Latino,1,5619,,,,,,Independent Contractors,188361,"Prestamos CDFI, LLC",Phoenix,AZ,Female Owned,Non-Veteran,,5667.66,02/03/2022
1914189006,05/14/2021,0681,PPP,SIVAD DAVIS,1836 Mathers Mill Trl,Round Rock,TX,78664-7583,03/22/2022,Paid in Full,60,100,5520,5520,0,,188361,"Prestamos CDFI, LLC",1024 East Buckeye Road Suite 270,Phoenix,AZ,85034,U,N,N,Existing or more than 2 years old,Round Rock,WILLIAMSON,TX,78664-7583,TX-31,1,711130,Black or African American,Not Hispanic or Latino,1,5515,,,,,,Sole Proprietorship,188361,"Prestamos CDFI, LLC",Phoenix,AZ,Male Owned,Non-Veteran,,5552.66,12/23/2021
6016688008,06/29/2020,0681,PPP,ALLRHYTHMS,1215 W Slaughter Ln APT 834,AUSTIN,TX,78761,07/08/2021,Paid in Full,60,100,5500,5500,0,,106661,University FCU,"8303 N Mopac Expwy, Ste A-105",AUSTIN,TX,78759,U,N,N,Existing or more than 2 years old,AUSTIN,TRAVIS,TX,78761-2000,TX-37,4,711310,Unanswered,Unknown/NotStated,,5500,,,,,,Sole Proprietorship,106661,University FCU,AUSTIN,TX,Unanswered,Unanswered,,5552.86,06/15/2021
5901808702,04/03/2021,0681,PPS,KATHERINE CABARCAS,137 W Saint Elmo Rd Apt C213,Austin,TX,78745-1972,10/16/2021,Paid in Full,60,100,5408,5408,0,,106661,University FCU,"8303 N Mopac Expwy, Ste A-105",AUSTIN,TX,78759,U,Y,Y,Existing or more than 2 years old,Austin,TRAVIS,TX,78745-1972,TX-37,1,711310,Unanswered,Unknown/NotStated,1,5406,,,,,,Sole Proprietorship,106661,University FCU,AUSTIN,TX,Unanswered,Unanswered,,5432.49,09/17/2021
9924018604,03/26/2021,0681,PPP,SARAH BOBAN,2601 Del Rio Dr,Austin,TX,78733-1221,11/11/2021,Paid in Full,60,100,5395,5395,0,,106661,University FCU,"8303 N Mopac Expwy, Ste A-105",AUSTIN,TX,78759,U,N,N,Existing or more than 2 years old,Austin,TRAVIS,TX,78733-1221,TX-37,1,711130,Unanswered,Unknown/NotStated,,5395,,,,,,Sole Proprietorship,106661,University FCU,AUSTIN,TX,Unanswered,Unanswered,,5423.47,10/06/2021
7825678304,01/28/2021,0681,PPS,SOUND GUY PRODUCTIONS LLC,915 Peyton Pl,Cedar Park,TX,78613-3257,02/16/2022,Paid in Full,60,100,5382,5382,0,,12096,"Wells Fargo Bank, National Association",101 N Philips Ave,SIOUX FALLS,SD,57104-6738,U,N,N,Existing or more than 2 years old,Cedar Park,WILLIAMSON,TX,78613-3257,TX-31,1,711130,Unanswered,Unknown/NotStated,,5382,,,,,,Limited  Liability Company(LLC),12096,"Wells Fargo Bank, National Association",SIOUX FALLS,SD,Male Owned,Unanswered,,5434.79,01/26/2022
4802759010,05/20/2021,0681,PPP,ROBERT L. DANIEL JR.,4105 Victory Dr Apt C107,Austin,TX,78704-7567,03/22/2022,Paid in Full,60,100,5362,5362,0,,188361,"Prestamos CDFI, LLC",1024 East Buckeye Road Suite 270,Phoenix,AZ,85034,U,Y,N,Existing or more than 2 years old,Austin,TRAVIS,TX,78704-7567,TX-21,1,711130,White,Not Hispanic or Latino,1,5360,,,,,,Sole Proprietorship,188361,"Prestamos CDFI, LLC",Phoenix,AZ,Male Owned,Non-Veteran,,5398.49,02/03/2022
9010538110,07/27/2020,0681,PPP,RYLAN KETURI,2400 Thornton Road Unit A,AUSTIN,TX,78704-4908,03/12/2021,Paid in Full,60,100,5179.9,5179.9,0,,122478,Keystone Bank SSB,13715 E. Ladera Blvd.,Bee Cave,TX,78738,U,N,N,Unanswered,AUSTIN,TRAVIS,TX,78704-4908,TX-21,1,711130,Unanswered,Unknown/NotStated,,5179.9,,,,,,Sole Proprietorship,122478,Keystone Bank SSB,Bee Cave,TX,Unanswered,Unanswered,,5202.78,01/07/2021
6174067107,04/14/2020,0681,PPP,LIBERTY TAVERN LLC,117 N MAIN STREET,ELGIN,TX,78621,11/20/2021,Charged Off,2,100,5102.5,5102.5,0,,188567,Loan Source Incorporated,353 East 83rd Street Suite 3H,NEW YORK,NY,10028,R,Y,N,New Business or 2 years or less,ELGIN,BASTROP,TX,78621-0001,TX-10,2,722410,Unanswered,Unknown/NotStated,,5102.5,,,,,,Limited  Liability Company(LLC),39848,Cadence Bank,TUPELO,MS,Unanswered,Unanswered,,,
2365988505,02/20/2021,0681,PPS,ANNA WESTBROOK,8405 Bent Tree Rd Apt 3611,Austin,TX,78759-8255,10/16/2021,Paid in Full,60,100,5100,5100,0,,106661,University FCU,"8303 N Mopac Expwy, Ste A-105",AUSTIN,TX,78759,U,N,N,Existing or more than 2 years old,Austin,TRAVIS,TX,78759-8255,TX-37,1,711130,Unanswered,Unknown/NotStated,,5100,,,,,,Sole Proprietorship,106661,University FCU,AUSTIN,TX,Unanswered,Unanswered,,5130.88,09/29/2021
2576798202,08/02/2020,0681,PPP,ANNA WESTBROOK,8405 Bent Tree Apt 3611,AUSTIN,TX,78759,02/06/2021,Paid in Full,60,100,5100,5100,0,,106661,University FCU,"8303 N Mopac Expwy, Ste A-105",AUSTIN,TX,78759,U,N,N,New Business or 2 years or less,AUSTIN,TRAVIS,TX,78759-0001,TX-37,1,711130,Unanswered,Unknown/NotStated,,5100,,,,,,Sole Proprietorship,106661,University FCU,AUSTIN,TX,Unanswered,Unanswered,,5123.66,01/20/2021
5466488707,04/02/2021,0681,PPP,JAVI ARREDONDO,1404 Cedar Ave,Austin,TX,78702-1838,11/06/2021,Paid in Full,60,100,4928,4928,0,,524612,Fountainhead SBF LLC,3216 W. Lake Mary Blvd,LAKE MARY,FL,32746,U,Y,Y,Existing or more than 2 years old,Austin,TRAVIS,TX,78702-1838,TX-37,1,711130,Unanswered,Unknown/NotStated,,4928,,,,,,Sole Proprietorship,524612,Fountainhead SBF LLC,LAKE MARY,FL,Male Owned,Non-Veteran,,4952.23,10/08/2021
9016968808,04/23/2021,0681,PPS,JAVI ARREDONDO,1404 Cedar Ave,Austin,TX,78702-1838,01/11/2022,Paid in Full,60,100,4928,4928,0,,529192,Benworth Capital,7000 SW 97th Avenue Suite 201,Miami,FL,33173,U,Y,Y,Existing or more than 2 years old,Austin,TRAVIS,TX,78702-1838,TX-37,1,711130,Unanswered,Unknown/NotStated,,4928,,,,,,Sole Proprietorship,529192,Benworth Capital,Miami,FL,Male Owned,Non-Veteran,,4958.51,12/09/2021
9069568309,01/30/2021,0681,PPP,SUMANTH SWAMINATHAN,1809,AUSTIN,TX,78704,08/13/2021,Paid in Full,60,100,4850,4850,0,,529471,Itria Ventures LLC,"One Penn Plaza, Suite 4530",New York,NY,10119,U,N,N,Existing or more than 2 years old,AUSTIN,TRAVIS,TX,78704,TX-21,1,711130,Unanswered,Not Hispanic or Latino,,4850,,,,,,Sole Proprietorship,529471,Itria Ventures LLC,New York,NY,Male Owned,Unanswered,,4871.82,07/19/2021
1339168802,04/10/2021,0681,PPP,DAVID FLORES,6120 Felix Ave,Austin,TX,78741-3310,10/13/2021,Paid in Full,60,100,4844,4844,0,,524612,Fountainhead SBF LLC,3216 W. Lake Mary Blvd,LAKE MARY,FL,32746,U,Y,Y,Existing or more than 2 years old,Austin,TRAVIS,TX,78741-3310,TX-35,1,711130,Unanswered,Unknown/NotStated,,4844,,,,,,Self-Employed Individuals,524612,Fountainhead SBF LLC,LAKE MARY,FL,Unanswered,Unanswered,,4862.43,09/07/2021
3104348900,04/27/2021,0681,PPS,DAVID FLORES,6120 Felix Ave,Austin,TX,78741-3310,10/13/2021,Paid in Full,60,100,4844,4844,0,,524612,Fountainhead SBF LLC,3216 W. Lake Mary Blvd,LAKE MARY,FL,32746,U,Y,Y,Existing or more than 2 years old,Austin,TRAVIS,TX,78741-3310,TX-35,1,711130,Unanswered,Unknown/NotStated,,4844,,,,,,Self-Employed Individuals,524612,Fountainhead SBF LLC,LAKE MARY,FL,Unanswered,Unanswered,,4860.55,09/07/2021
1321448903,04/24/2021,0681,PPP,KYLE THOMPSON,5206 Fort Mason Dr,Austin,TX,78745-2360,01/21/2022,Paid in Full,60,100,4828,4828,0,,529192,Benworth Capital,7000 SW 97th Avenue Suite 201,Miami,FL,33173,U,N,Y,Existing or more than 2 years old,Austin,TRAVIS,TX,78745-2360,TX-37,1,711130,Unanswered,Unknown/NotStated,,4828,,,,,,Self-Employed Individuals,529192,Benworth Capital,Miami,FL,Unanswered,Unanswered,,4860.41,01/03/2022
3060198203,08/03/2020,0681,PPP,ELENA KARAKOUSOGLOU,6105 Shadow Valley Dr A,AUSTIN,TX,78731,06/05/2021,Paid in Full,60,100,4800,4800,0,,106661,University FCU,"8303 N Mopac Expwy, Ste A-105",AUSTIN,TX,78759,U,N,N,Existing or more than 2 years old,AUSTIN,TRAVIS,TX,78731-0001,TX-37,1,711130,Unanswered,Unknown/NotStated,,4800,,,,,,Independent Contractors,106661,University FCU,AUSTIN,TX,Unanswered,Unanswered,,4837.33,05/17/2021
5414677903,06/15/2020,0681,PPP,SOUTHERN LIBERACE TOURING LLC,2304 W 8TH UNIT 1,AUSTIN,TX,78703,08/12/2021,Paid in Full,60,100,4793,4793,0,,12096,"Wells Fargo Bank, National Association",101 N Philips Ave,SIOUX FALLS,SD,57104-6738,U,N,N,New Business or 2 years or less,AUSTIN,TRAVIS,TX,78703-0001,TX-37,1,711130,Unanswered,Unknown/NotStated,,4793,,,,,,Limited  Liability Company(LLC),12096,"Wells Fargo Bank, National Association",SIOUX FALLS,SD,Unanswered,Unanswered,,4845.26,07/27/2021
9553808006,07/07/2020,0681,PPP,"STEVEN PARKER, LLC",12026 WYCLIFF LN,AUSTIN,TX,78727-5957,01/29/2021,Paid in Full,60,100,4782.5,4782.5,0,,456756,Cross River Bank,885 Teaneck Rd,TEANECK,NJ,07666-4546,U,N,N,Unanswered,AUSTIN,TRAVIS,TX,78727-5957,TX-37,1,711310,Unanswered,Unknown/NotStated,,4782.5,,,,,,Limited  Liability Company(LLC),456756,Cross River Bank,TEANECK,NJ,Unanswered,Unanswered,,4801.89,12/09/2020
6818168606,03/23/2021,0681,PPP,BONNIE MONTGOMERY,602 Wayside Dr Unit B N/A,Wimberley,TX,78676-0020,11/23/2021,Paid in Full,60,100,4668,4668,0,,121536,Customers Bank,40 General Warren Blvd,Malvern,PA,19355,R,N,N,Existing or more than 2 years old,Wimberley,HAYS,TX,78676-0020,TX-21,1,711130,Unanswered,Unknown/NotStated,1,4664,,,,,,Sole Proprietorship,121536,Customers Bank,Malvern,PA,Unanswered,Unanswered,,4695.75,11/03/2021
8095929000,05/27/2021,0681,PPS,BONNIE MONTGOMERY,602 Wayside Dr Unit B N/A,Wimberley,TX,78676-0206,11/23/2021,Paid in Full,60,100,4668,4668,0,,121536,Customers Bank,40 General Warren Blvd,Malvern,PA,19355,R,N,N,Existing or more than 2 years old,Wimberley,HAYS,TX,78676-0206,TX-21,1,711130,Unanswered,Unknown/NotStated,1,4664,,,,,,Sole Proprietorship,262380,"Leader Bank, National Association",ARLINGTON,MA,Unanswered,Unanswered,,4684.88,11/03/2021
1683007204,04/15/2020,0681,PPP,MC3 BREWING LLC,100 COMMONS RD ste 7-213,DRIPPING SPRINGS,TX,78620-2904,05/22/2021,Paid in Full,24,100,4600,4600,0,,26378,Sunflower Bank National Association,"8117 Preston Rd, Ste 220",Dallas,TX,75225,R,N,N,Existing or more than 2 years old,DRIPPING SPRINGS,HAYS,TX,78620-2904,TX-25,4,722410,Unanswered,Not Hispanic or Latino,,4600,,,,,,Limited  Liability Company(LLC),447412,Sunflower Bank National Association,Austin,TX,Male Owned,Unanswered,,4645.11,04/15/2021
3559497300,04/29/2020,0681,PPP,HOT TOMATOES ENTERTAINMENT CORP,874 LATTERIDGE DR.,AUSTIN,TX,78748,06/09/2021,Paid in Full,24,100,4590,4590,0,,12096,"Wells Fargo Bank, National Association",101 N Philips Ave,SIOUX FALLS,SD,57104-6738,U,N,Y,Existing or more than 2 years old,AUSTIN,TRAVIS,TX,78748-0001,TX-21,2,711130,Unanswered,Unknown/NotStated,,4590,,,,,,Corporation,12096,"Wells Fargo Bank, National Association",SIOUX FALLS,SD,Unanswered,Unanswered,,4611.98,02/12/2021
1480368606,03/13/2021,0681,PPS,HOT TOMATOES ENTERTAINMENT CORP,874 Latteridge Dr,Austin,TX,78748-4908,01/12/2022,Paid in Full,60,100,4587,4587,0,,12096,"Wells Fargo Bank, National Association",101 N Philips Ave,SIOUX FALLS,SD,57104-6738,U,N,N,Existing or more than 2 years old,Austin,TRAVIS,TX,78748-4908,TX-21,2,711130,Unanswered,Unknown/NotStated,,4587,,,,,,Corporation,12096,"Wells Fargo Bank, National Association",SIOUX FALLS,SD,Unanswered,Unanswered,,4619.93,12/03/2021
8618027303,05/01/2020,0681,PPP,"INSIGHT HOME STAGING, LLC",12607 TAYLOR DR,BUDA,TX,78610-2453,11/19/2021,Paid in Full,24,100,4375,4375,0,,9551,"Bank of America, National Association","100 N Tryon St, Ste 170",CHARLOTTE,NC,28202-4024,R,N,N,Existing or more than 2 years old,BUDA,HAYS,TX,78610-2453,TX-21,2,711310,Unanswered,Unknown/NotStated,,4375,,,,,,Limited  Liability Company(LLC),9551,"Bank of America, National Association",CHARLOTTE,NC,Unanswered,Unanswered,,,
9772728507,03/12/2021,0681,PPP,LENA GABRIELLE WEINSTEIN,2925 Higgins St N/A,Austin,TX,78722-1408,11/23/2021,Paid in Full,60,100,4349,4349,0,,121536,Customers Bank,40 General Warren Blvd,Malvern,PA,19355,U,Y,N,Existing or more than 2 years old,Austin,TRAVIS,TX,78722-1408,TX-25,1,711130,Unanswered,Unknown/NotStated,1,4347,,,,,,Sole Proprietorship,121536,Customers Bank,Malvern,PA,Unanswered,Unanswered,,4369.73,09/14/2021
5844418804,04/18/2021,0681,PPS,ERIKA WENNERSTROM,3005 S Lamar Blvd,Austin,TX,78704-8864,12/18/2021,Paid in Full,60,100,4298,4298,0,,509316,"Harvest Small Business Finance, LLC",24422 Avenida de la Carlota Suite 400,Laguna Hills,CA,92653,U,N,N,Existing or more than 2 years old,Austin,TRAVIS,TX,78704-8864,TX-21,1,711130,Unanswered,Unknown/NotStated,,4298,,,,,,Self-Employed Individuals,509316,"Harvest Small Business Finance, LLC",Laguna Hills,CA,Unanswered,Unanswered,,4322.14,11/22/2021
7287498605,03/23/2021,0681,PPP,ERIKA WENNERSTROM,3005 S Lamar Blvd,Austin,TX,78704-8864,10/20/2021,Paid in Full,60,100,4298,4298,0,,509316,"Harvest Small Business Finance, LLC",24422 Avenida de la Carlota Suite 400,Laguna Hills,CA,92653,U,N,N,Existing or more than 2 years old,Austin,TRAVIS,TX,78704-8864,TX-21,1,711130,Unanswered,Unknown/NotStated,,4298,,,,,,Self-Employed Individuals,509316,"Harvest Small Business Finance, LLC",Laguna Hills,CA,Unanswered,Unanswered,,4319.2,09/28/2021
