"name_common","assettype","assetnote","discipline","discipline_note","live_music","event_venue","coa_facili","web_notes","website","zip","councildistrict","date_updat","map_list","source","location_1"
"testsite","Event Venue","Event Venue","Multidisciplinary"," "," ","Event Venue"," ","testsite, a project of Fluent~Collaborative, situates itself between an exhibition space, an open studio, a temporary residency program and a private home. Participants, usually a writer and a visual artist drawn from far afield or close to home, are inv","http://www.fluentcollab.org/testsite/index.php/projects/index/30","0","9","2016","map","NPA_ven","502 West 33Rd Street
Austin, TX 
(30.299631, -97.739012)"
"fibercove","Creative Workspace","Coworking","Multidisciplinary"," "," "," "," ","COWORKING, MEETING AND EVENT SPACE ON SOUTH LAMAR","https://www.fibercove.com","78704","5","2016","map","Srempe","1700 South Lamar Blvd
Austin, TX 
(30.251606, -97.766487)"
"Data Projections Inc","Business","Supplier, Retail","Theater Arts"," "," "," "," "," "," ","78728","7","2014","map","SIAP","4616 W Howard Ln
Austin, TX 
(30.443857, -97.707625)"
"Pond Springs Historical Cemetery Association Inc","Organization","Historical Societies & Historic Preservation","Other"," "," "," "," ","Voountary assn, historic site","http://pondspringscemetery.wordpress.com","78727","7","2014","map","SIAP","12106 Cabana Ln
Austin, TX 
(30.416731, -97.724361)"
"Media Systems Co","Business","Video Production","Film/TV/Media"," A/V"," "," "," "," "," ","78704","5","2014","map","SIAP","1821 Dexter St
Austin, TX 
(30.257909, -97.767542)"
"George Oldziey Music","Organization","Band, Musical Group, Ensemble","Music"," Music"," "," "," "," "," ","78757","7","2014","map","SIAP","7402 Greenhaven Dr
Austin, TX 
(30.35252, -97.74006)"
"BriteLites Studio","Education","Education, Creative Learning, Professional Development","Theater Arts"," "," "," "," ","BriteLites, an acting studio, is owned and operated by working actress, Mona Lee. Mona began coaching actors in Austin in 1977 and her studio has been a mainstay of the Austin acting scene for many years.

BriteLites is widely recommended by talent agenc","http://www.thebizonline.com/britelites/britelites-map.html","78757","7","2016","map","NPA_org","7109 Woodrow Ave
Austin, TX 
(30.342156, -97.72507)"
"Westbank String Shop","Business","Supplier, Retail","Music"," Music"," "," "," "," "," ","78745","5","2014","map","SIAP","6301 Manchaca Rd
Austin, TX 
(30.209457, -97.803928)"
"Lorien Sound Studio","Business","Recording Studio","Music"," "," "," "," "," "," ","78745","8","2016","map","Srempe","3401 Harpers Ferry Lane
Austin, TX 
(30.205679, -97.832846)"
"Waterloo Wind Band","Organization","Band, Musical Group, Ensemble","Music"," "," "," "," "," "," ","78735","8","2014","map","SIAP","5717 Fort Benton Dr
Austin, TX 
(30.25483, -97.885095)"
"Austin Bonsai Society (With Texas State Bonsai Exhibit)","Organization","Historical Societies & Historic Preservation","Other"," "," "," "," ","Membership org re Bonsai, a living art form; Zilker Garden Center","http://www.austinbonsaisociety.com/aboutus.html","78746","8","2014","map","SIAP","2220 Barton Springs Rd
Austin, TX 
(30.266425, -97.768936)"
"Joyce Willett School Of Dance (Research Studio)","Creative Workspace","Dance Studio","Dance"," Dance"," "," "," "," "," ","78759","6","2016","map","SIAP","12687 Research Blvd
Austin, TX 
(30.432409, -97.764407)"
"Texas Acting Modeling Academy","Business","Talent Management","Theater Arts"," "," "," "," ","Acting and Modeling school for ages 4 and up!
<input type=hidden id=gwProxy><!--Session data--></input><input type=hidden id=jsProxy"" onclick=""jsCall();"" />""""""""""""","http://www.txama.com","78757","7","2016","map","NPA_org","911 West Anderson Lane
Austin, TX 
(30.347504, -97.714625)"
"Black Widow Burlesque","Organization","Theater Company","Theater Arts"," "," "," "," ","An amazing Austin based burlesque troupe that encourages women of all shapes and characters to be glamorous and love yourself! We have 7 gals of all different flavors and do classic/neo-modern burlesque and everything in between.","http://www.blackwidowburlesque.com","78745","5","2016","map","NPA_org","4422 Diane Dr
Austin, TX 
(30.225699, -97.784408)"
"SPLASH! Sheffield Education Center","Gallery/ Museum","Museum","Other"," "," "," "," ","A modern multimedia exhibit offers a trip down into the Edwards Aquifer. Interactive and live exhibits for both children and adults. Learn about how Central Texas replenishes its important water resources.
Free Admission: Hours: Tuesday – Saturday,","http://www.ci.austin.tx.us/splash","78704","8","2016","map","NPA_org","2201 Barton Springs Rd
Austin, TX 
(30.265938, -97.767611)"
"The Reading Chair by Reading Chair Artists: Margaret Heffernan, Michael Heffernan, Faith Schexnayder, Sara Twaddle","Public Art","Art in Public Places Commission","Visual Arts"," "," "," ","COA","Established by the City in 1985, the Art in Public Places (AIPP) program collaborates with local & nationally-known artists to include the history and values of our community into cultural landmarks that have become cornerstones of Austin’s identity.","http://www.austintexas.gov/department/art-in-public-places","78746","8","2016","map","AIPP","2401 Columbus Dr
Austin, TX 
(30.266724, -97.778372)"
"Southpark After Dark Concert Series","Event/ Festival","Event/ Festival","Music"," ","Live Music"," "," ","Free summer concert series at The Grove at Southpark Meadows","http://www.shopsouthparkmeadows.com/events","78748","5","2016","map","D5 Meeting","9500 IH-35 South
Austin, TX 
(30.168174, -97.822906)"
"Fast Forward Austin","Business","Supplier, Retail","Craft/Design"," "," "," "," ","ABOUT US Founded in 2010 by composers Ian Dicke, Robert Honstein and Steven Snowden, Fast Forward Austin is dedicated to presenting new and innovative music to the Austin community. Showcasing some of Austin’s most talented musicians, Fast Forward Aust","http://fastforwardaustin.com","78753","7","2016","map","NPA_org","11302 Hilltop St
Austin, TX 
(30.379485, -97.68206)"
"Dizzy Rooster","Bar/Club/Venue","Bar/Club/Venue","Music","Cover/Tribute, Pop, Rock","Live Music"," "," ","Maybe it's to dance along with countless others on top of the bar or on our packed dance floor.  Maybe it's because you would like to be serenaded on your bachelorette/bachelor party by our notorious MC a/k/a DJ Veg.  Maybe it's because you just HAVE to","http://www.dizzyrooster.com","78701","9","2016","map","NPA_ven","306 East 6Th Street
Austin, TX 
(30.267624, -97.740176)"
"Half Price Books","Business","Bookstore, Book Dealers","Literary Arts"," Literature"," "," "," "," "," ","78758","7","2014","map","SIAP","8910 Research Blvd
Austin, TX 
(30.366547, -97.718693)"
"Behrens Guitar Studio","Business","Supplier, Retail","Music"," Music"," "," "," "," "," ","78704","5","2014","map","SIAP","4017 Victory Dr
Austin, TX 
(30.235337, -97.789876)"
"Brooke West Photography","Business","Photographer/ Photo Studio","Photography"," Photo"," "," "," "," "," ","78749","8","2014","map","SIAP","8909 Lanna Bluff Loop
Austin, TX 
(30.20166, -97.858737)"
"Traditional Austin Area Dance Association","Organization","Dance Company","Dance"," Dance"," "," "," "," "," ","78736","8","2014","map","SIAP","8002 Red Willow Dr
Austin, TX 
(30.238795, -97.889951)"
"Gallery Soco","Gallery/ Museum","Gallery","Visual Arts"," "," "," "," "," "," ","78704","9","2018","map","Brownk","1714 S Congress Ave
Austin, TX 
(30.246636, -97.751213)"
"Earl Miller Productions","Business","Video Production","Film/TV/Media"," A/V"," "," "," "," "," ","78756","7","2014","map","SIAP","1702 W Koenig Ln
Austin, TX 
(30.332784, -97.734904)"
"Pinot's Palette-South Lamar","Business","Supplier, Retail","Visual Arts"," "," "," "," "," "," ","78704","5","2014","map","SIAP","3005 S Lamar Blvd
Austin, TX 
(30.243219, -97.782789)"
"Wyatt Brand","Business","Service & Support Business","Graphic Design, Printmaking"," Adv/GD"," "," "," "," "," ","78704","5","2014","map","SIAP","3001 S Lamar Blvd
Austin, TX 
(30.241906, -97.783233)"
"Antone's Nightclub","Bar/Club/Venue","Bar/Club/Venue","Music"," ","Live Music"," "," ","Antone's is Austin's legendary blues hall that has been providing great live music to Austin since 1975.  All ages are welcome to the variety of shows that they have to offer. Antone's has long been known as   Austin's Home of the Blues. Antone's has sho","http://www.antones.net","78701","9","2016","map","NPA_org","305 E 5Th St
Austin, TX 
(30.266156, -97.740763)"
"R S Thompson Art","Gallery/ Museum","Gallery","Visual Arts"," "," "," "," "," "," ","78730","6","2014","map","SIAP","9801 Big View Dr
Austin, TX 
(30.366879, -97.849023)"
"Anderson Mill Tavern","Bar/Club/Venue","Bar/Club/Venue","Music"," ","Live Music"," "," ","Every night of the week you can enjoy pool, shuffleboard, darts, gaming machines, poker and much much more. Features Texas Music Mondays, Karaoke on Tuesdays and Open Mic Jam Sessions on Thursdays, and live music on the weekends.","http://www.andersonmilltavern.com/","78750","6","2016","map","TMO_16","10401 Anderson Mill Road
Austin, TX 
(30.446344, -97.805751)"
"Nashional Graphics","Business","Commercial Printing","Graphic Design, Printmaking"," Printing"," "," "," "," "," ","78750","6","2014","map","SIAP","11308 Prairie Dog Trail
Austin, TX 
(30.456169, -97.816225)"
"Giant Printing Inc","Business","Commercial Printing","Graphic Design, Printmaking"," Printing"," "," "," "," "," ","78758","7","2014","map","SIAP","2433 Rutland Dr
Austin, TX 
(30.382335, -97.721638)"
"Koenig Lane Christian Church","House of Worship","House of Worship","Other"," House of Worship"," "," "," ","The Koenig Lane Christian Church hosts various community and cultural performances.","http://www.klcchurch.org","78756","7","2016","map","NPA_ven","908 Old Koenig Lane
Austin, TX 
(30.329151, -97.727311)"
"Adam Sear Photography","Business","Photographer/ Photo Studio","Photography"," Photo"," "," "," "," "," ","78704","5","2014","map","SIAP","2525 S Lamar Blvd
Austin, TX 
(30.245918, -97.778519)"
"Health Alliance For Austin Musicians","Organization","Societies, Alliances, Professional Associations","Music"," Music"," "," "," ","The mission of Health Alliance for Austin Musicians is to provide access to affordable health care for Austin's low income, uninsured working musicians, with a focus on prevention and wellness.
Austin is the “Live Music Capital of the World,”","http://www.myhaam.org/","78704","5","2014","map","SIAP","3010 S Lamar Blvd
Austin, TX 
(30.24292, -97.783849)"
"Education Francaise Austin","Education","Culture & Language Education","Other"," Ethnic Heritage Group"," "," "," "," "," ","78757","7","2018","map","Brownk","7938 Great Northern Blvd
Austin, TX 
(30.363245, -97.742185)"
"Ile Designs Inc","Gallery/ Museum","Gallery","Visual Arts"," "," "," "," "," "," ","78727","6","2016","map","SIAP","12708 Riata Vista Cir
Austin, TX 
(30.433073, -97.739331)"
"Austin Record Distributors","Business","Service & Support Business","Music"," Music"," "," "," "," "," ","78731","7","2014","map","SIAP","4701 Chiappero Trl
Austin, TX 
(30.321295, -97.749582)"
"Hancock Fabrics","Business","Fabric Shops","Textile/Apparel"," Textile/Apparel"," "," "," "," "," ","78704","5","2014","map","SIAP","4001 S Lamar Blvd
Austin, TX 
(30.237426, -97.790671)"
"Bannockburn Baptist Church","House of Worship","House of Worship","Other"," House of Worship"," "," "," "," ","http://www.bbcfamily.com","78745","8","2016","map","NPA_ven","7100 Brodie Lane
Austin, TX 
(30.212457, -97.831681)"
"Half Price Books","Business","Bookstore, Book Dealers","Literary Arts"," Literature"," "," "," "," "," ","78748","5","2014","map","SIAP","9900 S Interstate 35
Austin, TX 
(30.168174, -97.822906)"
"Kingsisle Entertainment","Business","Service & Support Business","Technology"," CAD"," "," "," "," "," ","78758","7","2014","map","SIAP","11501 Domain Dr
Austin, TX 
(30.393868, -97.725937)"
"Greenbelt D J Productions Llc","Business","Service & Support Business","Music"," Music"," "," "," "," "," ","78748","5","2014","map","SIAP","11511 Mayo St
Austin, TX 
(30.151407, -97.829033)"
"Mercedes Morgan Photography","Business","Photographer/ Photo Studio","Photography"," Photo"," "," "," "," "," ","78739","8","2014","map","SIAP","10805 Split Stone Way
Austin, TX 
(30.196311, -97.904015)"
"Psav (Presentation Service)","Business","Video Production","Other"," Music"," "," "," "," "," ","78701","9","2014","map","SIAP","500 E 4Th St
Austin, TX 
(30.265194, -97.738813)"
"Draper Print Solutions","Business","Commercial Printing","Visual Arts"," Printing"," "," "," "," "," ","78727","7","2014","map","SIAP","4711 Pelham Dr
Austin, TX 
(30.421767, -97.727733)"
"Violins Etc","Business","Supplier, Retail","Music"," Music"," "," "," "," "," ","78757","7","2014","map","SIAP","6013 Burnet Rd
Austin, TX 
(30.335607, -97.739371)"
"Casa De Luz Auditorium","Event Venue","Event Venue","Multidisciplinary"," "," "," "," ","Enter the gates and let the peaceful gardens ease your mind.  Large tables build community by inviting guests to meet others and share something new.  The nourishment is shared as much as eaten.  Come dine with us and discover a little more.","http://www.casadeluz.org/austin/","78704","5","2016","map","NPA_ven","1701 Toomey Road
Austin, TX 
(30.264464, -97.76137)"
"Kristi Wright Photography","Business","Photographer/ Photo Studio","Photography"," Photo"," "," "," "," "," ","78756","7","2014","map","SIAP","1812 Ullrich Ave
Austin, TX 
(30.332548, -97.736979)"
"Cinema Du Cannes Project","Organization","Education, Creative Learning, Professional Development","Film/TV/Media"," "," "," "," ","The Cinema Du Cannes Project is a Non Profit Organization, collaboration between Midian Films, an independent film company and high school students in the Austin area, created to educate, empower, develop, and celebrate the next generation of emerging ar","http://www.cinemaducannesproject.org/","78758","7","2016","map","NPA_org","11821 Bittern Hollow
Austin, TX 
(30.394596, -97.696369)"
"NXNW Restaurant and Brewery","Bar/Club/Venue","Bar/Club/Venue","Music"," ","Live Music"," "," ","Community Space
Live Musik","http://www.nxnwbrew.com/","78759","7","2016","map","Wikimap","10010 N Capital of Texas Hwy,
Austin, TX 
(30.391159, -97.738538)"
"Buford Tower Clock and Chimes","Landmark","Landmark","History, Culture, Heritage"," "," "," ","COA"," "," ","78701","9","0","map","COA_datamart","201 W Cesar Chavez St.
Austin, TX 
(30.263636, -97.74588)"
"David Vernon Photography","Business","Photographer/ Photo Studio","Photography"," Photo"," "," "," "," "," ","78736","8","2014","map","SIAP","8104 Kirkham Dr
Austin, TX 
(30.237757, -97.891896)"
